"SampleID = 30"
"Batch Name: Batch,1/1/2000,00:00     Batch Description: <None>"
"EventNo" "BeadID" "IsDDGated" "DD" "CL1" "CL2" "RP1"
1 0 "False" 29703 26 3 16343
2 0 "False" 15127 133 638 378
3 42 "True" 10469 132 1019 58
4 0 "False" 16140 1373 213 177
5 99 "True" 11115 13468 16663 1893
6 18 "True" 10180 122 207 46
7 44 "True" 10670 417 1037 208
8 37 "True" 12280 1273 569 132
9 52 "True" 9819 220 1637 370
10 0 "True" 14260 5170 2467 86
11 36 "True" 14284 724 646 25
12 29 "True" 11207 1260 348 46
13 99 "True" 10963 13590 16680 1312
14 99 "True" 9356 13741 18865 3302
15 42 "True" 10998 128 1022 14
16 0 "False" 15457 1458 653 160
17 41 "True" 12336 66 1063 50
18 20 "True" 11174 384 212 16
19 41 "True" 12546 75 1135 75
20 0 "False" 16535 437 1096 140
21 51 "True" 12603 130 1788 5518
22 47 "True" 11469 2513 1151 53
23 46 "True" 10331 1329 1079 1312
24 47 "True" 10993 2528 1119 24
25 33 "True" 10059 116 566 438
26 0 "False" 15423 1363 211 223
27 51 "True" 11448 130 1822 4957
28 0 "False" 15911 742 235 51
29 0 "False" 15684 1345 208 81
30 19 "True" 12275 224 219 0
31 0 "False" 15044 246 1827 306
32 0 "False" 16879 241 1103 58
33 34 "True" 10556 231 652 11
34 27 "True" 10537 396 343 13
35 25 "True" 10065 119 356 43
36 33 "True" 9614 120 588 740
37 37 "True" 10300 1179 527 116
38 0 "False" 15608 8301 19843 412
39 45 "True" 10458 770 1107 58
40 21 "True" 10623 675 203 10
41 97 "True" 10074 4015 16732 1679
42 20 "True" 11450 387 211 18
43 0 "True" 13293 283 427 95
44 0 "False" 17183 260 730 7
45 0 "False" 17589 433 235 18
46 34 "True" 14621 232 647 7
47 19 "True" 12925 218 218 21
48 41 "True" 10432 69 1030 55
49 56 "True" 11836 2376 1728 47
50 0 "False" 16755 442 1117 305
51 29 "True" 11764 1272 347 33
52 46 "True" 11722 1288 1049 1262
53 28 "True" 10978 689 374 2
54 28 "True" 10475 670 375 22
55 19 "True" 9744 209 206 43
56 18 "True" 9908 121 201 67
57 0 "False" 16197 1532 238 240
58 47 "True" 11944 2510 1181 122
59 20 "True" 10360 381 212 17
60 0 "False" 7018 2342 1046 3
61 100 "True" 11812 22335 16511 12
62 56 "True" 14200 2422 1715 19
63 0 "False" 16571 437 1086 328
64 43 "True" 13671 238 1072 85
65 34 "True" 11830 213 590 4
66 35 "True" 14346 446 662 7
67 46 "True" 10150 1242 1024 1149
68 19 "True" 10695 214 203 20
69 44 "True" 12839 421 1053 186
70 36 "True" 10688 669 603 43
71 0 "False" 16787 829 1989 531
72 99 "True" 10678 13491 16731 2811
73 33 "True" 10766 127 643 289
74 20 "True" 11278 439 233 30
75 0 "False" 16693 417 1052 253
76 29 "True" 10155 1210 326 364
77 27 "True" 9967 405 346 29
78 21 "True" 13568 690 217 6
79 19 "True" 10897 227 225 50
80 21 "True" 14993 775 235 46
81 0 "False" 16337 760 1108 59
82 28 "True" 9689 683 367 11
83 54 "True" 12117 718 1708 331
84 100 "True" 13190 24826 18250 36
85 47 "True" 10277 2341 1040 54
86 52 "True" 12042 236 1715 430
87 56 "True" 11225 2417 1708 53
88 0 "False" 17405 749 683 32
89 37 "True" 10572 1306 577 67
90 0 "False" 16899 139 222 8
91 35 "True" 12095 420 655 36
92 51 "True" 10885 127 1753 4279
93 37 "True" 11706 1292 573 373
94 0 "False" 15492 231 228 19
95 37 "True" 11724 1282 574 73
96 25 "True" 11125 122 373 12
97 0 "False" 15250 235 678 9
98 18 "True" 10384 134 213 29
99 26 "True" 9220 206 328 11
100 44 "True" 13172 419 1051 177
101 22 "True" 10545 1262 197 134
102 46 "True" 12707 1248 992 957
103 0 "False" 15598 282 1189 101
104 29 "True" 10895 1240 355 155
105 33 "True" 13702 128 633 443
106 41 "True" 9758 65 1039 5
107 0 "False" 17143 246 1139 319
108 42 "True" 9824 127 1020 8
109 18 "True" 13735 133 217 9
110 46 "True" 9789 1225 1005 1014
111 33 "True" 14748 129 627 387
112 47 "True" 14333 1975 914 62
113 0 "False" 15575 126 994 21
114 0 "False" 17445 467 249 0
115 0 "False" 17366 1426 218 176
116 0 "True" 9650 9 2 14304
117 34 "True" 10528 220 621 6
118 0 "False" 15051 2535 1100 75
119 21 "True" 14991 782 234 12
120 25 "True" 11187 143 413 16
121 97 "True" 13242 4176 17241 974
122 29 "True" 11601 1238 336 81
123 27 "True" 11093 473 399 40
124 0 "True" 9602 6 0 13239
125 0 "False" 18357 1475 1196 1517
126 0 "False" 17244 258 1192 147
127 19 "True" 9679 225 224 4
128 41 "True" 14066 70 1100 0
129 27 "True" 11606 398 351 35
130 56 "True" 14003 2439 1764 47
131 0 "False" 15315 143 230 18
132 27 "True" 14146 436 363 113
133 45 "True" 10293 799 1149 37
134 22 "True" 10096 1324 203 238
135 54 "True" 12544 786 1893 98
136 29 "True" 13125 1302 359 18
137 0 "False" 15515 2318 1686 28
138 21 "True" 9787 611 192 0
139 34 "True" 11032 220 636 35
