"SampleID = 33"
"Batch Name: Batch,1/1/2000,00:00     Batch Description: <None>"
"EventNo" "BeadID" "IsDDGated" "DD" "CL1" "CL2" "RP1"
1 21 "True" 9857 633 200 39
2 18 "True" 11750 130 214 28
3 45 "True" 14287 794 1161 101
4 0 "False" 16417 411 1028 98
5 0 "False" 15841 227 365 21
6 43 "True" 10951 235 1064 44
7 56 "True" 9821 2145 1581 110
8 0 "True" 7664 9 0 -1
9 0 "False" 16262 796 240 43
10 35 "True" 10323 372 572 34
11 41 "True" 9223 63 1023 62
12 51 "True" 10239 122 1765 2110
13 54 "True" 11717 766 1878 68
14 0 "False" 15309 1296 1046 114
15 37 "True" 10686 1238 556 37
16 35 "True" 10369 383 602 22
17 0 "False" 15434 721 388 31
18 29 "True" 11034 1221 326 1970
19 56 "True" 14152 2225 1599 26
20 54 "True" 10345 725 1766 19
21 47 "True" 9648 2221 1018 52
22 0 "False" 15760 747 681 22
23 22 "True" 9256 1262 198 12
24 34 "True" 10264 213 607 35
25 22 "True" 12387 1289 198 41
26 51 "True" 10035 125 1755 3664
27 43 "True" 14276 230 1049 1
28 0 "False" 15186 1281 352 397
29 0 "False" 17156 2643 1159 0
30 20 "True" 10356 404 217 46
31 0 "False" 15549 238 224 9
32 54 "True" 13912 744 1815 23
33 37 "True" 10998 1269 564 63
34 33 "True" 14054 141 690 1927
35 27 "True" 13342 389 340 86
36 52 "True" 12945 232 1681 1644
37 37 "True" 10592 1235 557 38
38 98 "True" 11262 7692 18280 21408
39 22 "True" 13578 1428 219 18
40 0 "True" 8848 5 1 25
41 0 "False" 15667 1300 1044 110
42 35 "True" 13337 358 542 20
43 34 "True" 13787 242 667 0
44 28 "True" 12306 733 408 48
45 42 "True" 11802 123 1022 27
46 36 "True" 12448 681 612 11
47 42 "True" 10764 127 1042 29
48 25 "True" 9794 125 368 0
49 47 "True" 14288 2705 1251 105
50 19 "True" 13245 226 216 29
51 34 "True" 12315 224 626 12
52 37 "True" 10376 1293 578 5
53 51 "True" 9121 123 1679 1345
54 51 "True" 11512 130 1718 2796
55 99 "True" 11139 13242 16508 2897
56 0 "False" 15815 437 232 25
57 37 "True" 11291 1299 578 61
58 27 "True" 11173 416 353 33
59 43 "True" 10218 235 1062 12
60 26 "True" 9668 216 339 23
61 46 "True" 11970 1332 1071 74
62 0 "False" 16485 252 235 6
63 27 "True" 11163 411 357 29
64 0 "False" 15934 400 1001 39
65 97 "True" 10312 4061 15691 1230
66 0 "False" 15776 441 666 27
67 18 "True" 12805 130 208 17
68 28 "True" 11004 691 382 14
69 98 "True" 12554 7812 18036 327
70 99 "True" 12581 13553 18170 3049
71 0 "False" 15989 251 247 8
72 33 "True" 12730 132 636 405
73 46 "True" 11829 1377 1099 120
74 0 "False" 15295 146 1964 3776
75 45 "True" 11092 784 1138 33
76 43 "True" 12801 225 1023 1
77 25 "True" 14349 140 394 6
78 98 "True" 10542 7503 17696 1633
79 56 "True" 9459 2286 1639 268
80 27 "True" 13216 427 360 50
81 28 "True" 14476 748 406 34
82 43 "True" 10848 254 1143 13
83 42 "True" 10804 124 995 99
84 100 "True" 10091 20139 15035 8
85 98 "True" 10573 7403 19337 138
86 46 "True" 10981 1195 983 86
87 20 "True" 11661 448 236 49
88 29 "True" 11602 1276 346 635
89 19 "True" 10074 219 208 31
90 37 "True" 9697 1230 559 150
91 22 "True" 12117 1288 207 -1
92 22 "True" 11328 1279 201 20
93 47 "True" 10748 2382 1051 26
94 0 "False" 16363 753 1837 14
95 0 "False" 16103 428 228 62
96 41 "True" 10136 66 1010 19
97 98 "True" 11903 7393 17188 223
98 26 "True" 10972 221 348 19
99 47 "True" 12040 2688 1181 81
100 0 "False" 20654 13 0 0
101 52 "True" 10262 250 1773 406
102 19 "True" 11415 237 221 33
103 51 "True" 10514 124 1662 2805
104 19 "True" 12774 219 217 40
105 35 "True" 14623 465 706 41
106 0 "False" 17785 485 1178 843
107 37 "True" 11002 1267 564 48
108 52 "True" 9181 224 1567 500
109 0 "False" 16329 416 363 0
110 27 "True" 12558 371 314 64
111 0 "False" 17786 2548 1181 86
112 44 "True" 10696 406 1014 35
113 22 "True" 13265 1265 198 6
114 22 "True" 11636 1314 199 1
115 51 "True" 11972 120 1785 2141
116 100 "True" 11474 21597 15226 10
117 22 "True" 13939 1247 192 8
