"SampleID = 44"
"Batch Name: Batch,1/1/2000,00:00     Batch Description: <None>"
"EventNo" "BeadID" "IsDDGated" "DD" "CL1" "CL2" "RP1"
1 33 "True" 9720 122 596 2504
2 56 "True" 13406 2452 1743 160
3 0 "False" 15834 704 215 34
4 98 "True" 11469 7840 18000 937
5 56 "True" 14176 2045 1474 104
6 43 "True" 10356 234 1058 3763
7 0 "False" 15795 14284 17041 1605
8 97 "True" 10583 4136 16894 646
9 41 "True" 10484 70 1070 74
10 19 "True" 14129 243 231 71
11 0 "False" 15771 240 230 111
12 37 "True" 13133 1309 586 492
13 97 "True" 11918 4250 16877 1235
14 46 "True" 10190 1248 1003 2195
15 54 "True" 13611 770 1847 981
16 51 "True" 14190 145 2014 11068
17 97 "True" 11111 4171 17205 852
18 45 "True" 10795 713 1060 176
19 33 "True" 10860 125 620 3220
20 0 "False" 16938 463 1126 533
21 47 "True" 11796 2509 1149 43
22 19 "True" 10516 209 203 80
23 22 "True" 11054 1305 199 16
24 0 "True" 9052 5 0 0
25 51 "True" 14675 144 2010 10727
26 33 "True" 13983 125 622 2032
27 21 "True" 10092 678 208 60
28 37 "True" 13539 1325 596 91
29 33 "True" 10942 130 621 2877
30 0 "False" 15421 139 213 59
31 51 "True" 11523 136 1798 32745
32 98 "True" 11443 7603 17251 130
33 0 "False" 16220 1501 1209 2140
34 45 "True" 11508 767 1123 289
35 36 "True" 10971 728 675 8
36 26 "True" 9441 213 334 69
37 56 "True" 13078 2503 1776 135
38 29 "True" 11833 1559 413 1536
39 41 "True" 11775 64 1003 61
40 54 "True" 9562 670 1633 6843
41 0 "False" 16510 468 1145 656
42 100 "True" 10841 22052 16819 110
43 33 "True" 11150 119 575 2668
44 28 "True" 10030 661 368 54
45 0 "False" 16471 204 202 86
46 37 "True" 10742 1331 590 289
47 97 "True" 9821 4043 15584 1206
48 0 "False" 18852 17 3 0
49 0 "False" 17883 415 225 2
50 42 "True" 10451 125 1011 158
51 34 "True" 10590 225 629 28
52 27 "True" 10912 417 357 534
53 0 "False" 15151 779 417 41
54 51 "True" 8894 126 1742 11102
55 44 "True" 12873 464 1148 199
56 28 "True" 13744 668 367 35
57 19 "True" 10251 234 225 41
58 25 "True" 14835 125 356 14
59 0 "False" 16224 1548 414 285
60 20 "True" 11036 403 223 68
61 0 "False" 15154 139 229 33
62 21 "True" 11828 705 211 50
63 22 "True" 10233 1319 204 550
64 0 "False" 17639 140 1924 8691
65 0 "False" 16116 141 1122 103
66 29 "True" 11889 1292 354 302
67 42 "True" 12919 133 1090 81
68 22 "True" 9976 1252 194 660
69 27 "True" 13922 405 344 212
70 44 "True" 13455 405 982 251
71 34 "True" 13208 228 634 20
72 28 "True" 11388 734 408 78
73 22 "True" 10513 1364 213 723
74 22 "True" 14345 1345 203 84
75 56 "True" 10104 2253 1622 165
76 0 "False" 17509 138 662 828
77 35 "True" 13332 445 689 30
78 28 "True" 12108 695 382 68
79 37 "True" 10643 1280 571 359
80 44 "True" 10981 405 1001 638
81 54 "True" 10455 693 1701 2109
82 36 "True" 9781 653 603 25
83 0 "False" 16206 2653 1882 104
84 56 "True" 10982 2365 1694 174
85 97 "True" 11443 4185 17043 636
86 41 "True" 12880 77 1118 8
87 0 "False" 6946 5 0 31700
88 26 "True" 12313 242 367 27
89 0 "False" 15559 743 1077 121
90 19 "True" 10811 221 211 66
91 26 "True" 14721 254 397 33
92 20 "True" 13204 420 222 58
93 0 "False" 17431 484 414 459
94 0 "False" 16500 826 1960 3617
95 0 "False" 16089 1452 645 467
96 0 "False" 15660 1385 1099 1866
97 0 "False" 15709 770 234 28
98 19 "True" 10109 213 203 58
99 97 "True" 10064 4037 16620 433
100 0 "False" 16471 1453 222 453
101 0 "False" 15566 763 1779 3703
102 54 "True" 11766 619 1437 3708
103 56 "True" 10511 2297 1638 89
104 0 "True" 12943 25513 21390 13
105 0 "False" 16438 1319 1060 1286
106 37 "True" 10784 1295 579 385
107 37 "True" 13489 1352 605 415
108 47 "True" 12104 2434 1116 46
109 46 "True" 11112 1389 1120 2915
110 0 "False" 15248 758 1834 2856
111 0 "False" 16470 734 656 12
112 98 "True" 14327 7717 17295 1273
113 42 "True" 13115 144 1145 101
114 98 "True" 12683 7642 17730 1617
115 34 "True" 10189 219 631 13
116 27 "True" 14256 457 387 364
117 27 "True" 11167 419 357 705
118 0 "False" 17576 229 217 44
119 45 "True" 12178 626 949 48
120 36 "True" 14370 783 721 40
121 26 "True" 12330 225 358 38
122 37 "True" 10503 1274 567 439
123 27 "True" 8850 381 333 618
124 18 "True" 10732 126 200 139
125 0 "False" 16506 2414 1138 73
126 0 "False" 16509 151 734 2246
127 0 "False" 15402 215 943 3836
128 22 "True" 12302 1291 203 395
129 27 "True" 11203 450 370 496
130 0 "False" 16481 454 385 435
131 27 "True" 12586 422 362 578
132 46 "True" 13908 1368 1129 2514
133 22 "True" 11878 1314 204 738
134 56 "True" 11714 2310 1648 116
135 54 "True" 10124 703 1701 5472
136 18 "True" 14048 131 207 37
137 29 "True" 12633 1318 366 134
138 0 "False" 18894 11 1 3
139 47 "True" 10811 2244 1022 94
140 21 "True" 13985 714 218 20
141 56 "True" 11649 2431 1734 82
142 51 "True" 10160 124 1702 12289
143 22 "True" 10629 1287 197 689
144 0 "False" 16040 3867 1993 133
145 46 "True" 11638 1181 968 2221
146 27 "True" 10386 405 336 575
147 0 "False" 27932 777 2210 4666
148 98 "True" 10833 7486 17812 1601
149 41 "True" 10437 63 1009 100
150 0 "False" 16113 140 223 50
151 47 "True" 10273 2274 1043 145
152 37 "True" 11641 1332 598 263
153 46 "True" 10113 1263 1024 2996
154 0 "False" 15401 1368 210 374
155 0 "False" 17098 406 622 28
156 46 "True" 13124 1303 1046 1670
157 97 "True" 10993 4181 17010 979
158 18 "True" 10591 126 203 180
159 41 "True" 9632 70 1054 20
160 99 "True" 13108 13691 18501 3133
161 37 "True" 11264 1306 584 614
162 0 "False" 17097 741 404 49
163 0 "False" 17316 139 1127 61
164 25 "True" 10484 129 377 0
165 0 "False" 15945 132 1012 63
166 35 "True" 11107 389 591 15
167 28 "True" 12074 635 356 34
168 97 "True" 12771 4162 17202 858
169 0 "False" 16711 456 687 13
170 28 "True" 13105 832 440 7
171 47 "True" 8971 2194 974 109
172 98 "True" 11073 7513 18177 1238
173 99 "True" 12395 13710 16724 1465
174 0 "False" 25520 244 1857 1903
175 0 "False" 15444 1445 3493 6862
176 0 "False" 18310 803 1925 3171
177 20 "True" 11440 424 226 56
178 56 "True" 12425 2590 1834 148
179 0 "False" 16067 252 1137 2172
180 0 "False" 15263 416 365 341
181 20 "True" 11215 386 210 29
182 35 "True" 14054 418 630 68
183 19 "True" 12506 224 221 13
184 98 "True" 14786 7633 17966 890
185 18 "True" 13259 133 209 23
186 22 "True" 10823 1403 217 610
187 0 "False" 17238 786 427 44
188 19 "True" 12580 237 237 84
189 100 "True" 12910 23525 17754 54
190 99 "True" 11188 13142 16595 2108
191 22 "True" 11989 1350 202 339
192 35 "True" 11764 339 522 2
193 28 "True" 10467 688 373 124
194 46 "True" 14714 1413 1133 2450
195 0 "False" 17672 1384 1096 448
196 0 "False" 17685 744 405 26
197 47 "True" 9885 2338 1081 47
198 25 "True" 12534 131 383 6
199 29 "True" 11961 1267 362 130
200 18 "True" 11167 143 229 12
201 100 "True" 13800 23301 15754 64
202 43 "True" 13446 271 1171 2384
203 20 "True" 12572 389 209 52
204 35 "True" 9449 400 596 63
205 0 "False" 15545 131 636 3162
